from_date,title,count
1991-11-01,Staff,104
1991-11-02,Engineer,94
1991-11-02,Senior Engineer,100
1991-11-02,Staff,82
1991-11-02,Senior Staff,84
1991-11-02,Technique Leader,12
1991-11-02,Assistant Engineer,8
1991-11-03,Engineer,79
1991-11-03,Senior Engineer,84
1991-11-03,Senior Staff,94
1991-11-03,Staff,95
1991-11-04,Senior Engineer,71
1991-11-04,Senior Staff,94
1991-11-04,Staff,76
1991-11-04,Engineer,67
1991-11-04,Assistant Engineer,6
1991-11-05,Engineer,88
1991-11-05,Senior Engineer,95
1991-11-05,Staff,49
1991-11-05,Technique Leader,6
1991-11-05,Assistant Engineer,10
1991-11-05,Senior Staff,47
1991-11-06,Senior Staff,62
1991-11-06,Technique Leader,4
1991-11-06,Engineer,84
1991-11-06,Senior Engineer,83
1991-11-06,Assistant Engineer,8
1991-11-06,Staff,60
1991-11-07,Assistant Engineer,10
1991-11-07,Engineer,68
1991-11-07,Senior Staff,91
1991-11-07,Staff,88
1991-11-07,Senior Engineer,67
1991-11-08,Senior Staff,89
1991-11-08,Senior Engineer,98
1991-11-08,Engineer,97
1991-11-08,Staff,91
1991-11-08,Technique Leader,4
1991-11-08,Assistant Engineer,6
1991-11-09,Senior Staff,98
1991-11-09,Engineer,131
1991-11-09,Technique Leader,9
1991-11-09,Assistant Engineer,16
1991-11-09,Staff,94
1991-11-09,Senior Engineer,132
1991-11-10,Technique Leader,2
1991-11-10,Senior Staff,96
1991-11-10,Assistant Engineer,18
1991-11-10,Engineer,72
1991-11-10,Senior Engineer,69
1991-11-10,Staff,97
1991-11-11,Assistant Engineer,16
1991-11-11,Senior Engineer,87
1991-11-11,Staff,64
1991-11-11,Technique Leader,6
1991-11-11,Senior Staff,62
1991-11-11,Engineer,87
1991-11-12,Senior Engineer,85
1991-11-12,Engineer,85
1991-11-12,Technique Leader,2
1991-11-12,Senior Staff,82
1991-11-12,Assistant Engineer,6
1991-11-12,Staff,73
1991-11-13,Technique Leader,7
1991-11-13,Senior Engineer,82
1991-11-13,Engineer,80
1991-11-13,Assistant Engineer,4
1991-11-13,Senior Staff,112
1991-11-13,Staff,108
1991-11-14,Assistant Engineer,4
1991-11-14,Engineer,53
1991-11-14,Senior Engineer,61
1991-11-14,Staff,67
1991-11-14,Senior Staff,77
1991-11-14,Technique Leader,2
1991-11-15,Assistant Engineer,8
1991-11-15,Senior Staff,80
1991-11-15,Engineer,69
1991-11-15,Technique Leader,2
1991-11-15,Senior Engineer,73
1991-11-15,Staff,79
1991-11-16,Assistant Engineer,8
1991-11-16,Staff,65
1991-11-16,Senior Engineer,81
1991-11-16,Engineer,83
1991-11-16,Technique Leader,8
1991-11-16,Senior Staff,59
1991-11-17,Senior Engineer,99
1991-11-17,Senior Staff,70
1991-11-17,Staff,63
1991-11-17,Technique Leader,16
1991-11-17,Assistant Engineer,10
1991-11-17,Engineer,85
1991-11-18,Assistant Engineer,10
1991-11-18,Staff,69
1991-11-18,Senior Engineer,78
1991-11-18,Technique Leader,4
1991-11-18,Engineer,92
1991-11-18,Senior Staff,73
1991-11-19,Engineer,94
1991-11-19,Staff,64
1991-11-19,Technique Leader,6
1991-11-19,Assistant Engineer,16
1991-11-19,Senior Staff,76
1991-11-19,Senior Engineer,84
1991-11-20,Technique Leader,5
1991-11-20,Engineer,44
1991-11-20,Senior Staff,89
1991-11-20,Staff,93
1991-11-20,Senior Engineer,42
1991-11-20,Assistant Engineer,6
1991-11-21,Engineer,120
1991-11-21,Technique Leader,4
1991-11-21,Staff,99
1991-11-21,Assistant Engineer,17
1991-11-21,Senior Engineer,109
1991-11-21,Senior Staff,87
1991-11-22,Staff,107
1991-11-22,Engineer,74
1991-11-22,Assistant Engineer,10
1991-11-22,Senior Engineer,74
1991-11-22,Technique Leader,2
1991-11-22,Senior Staff,117
1991-11-23,Senior Engineer,81
1991-11-23,Engineer,88
1991-11-23,Technique Leader,2
1991-11-23,Assistant Engineer,13
1991-11-23,Senior Staff,61
1991-11-23,Staff,48
1991-11-24,Staff,63
1991-11-24,Technique Leader,14
1991-11-24,Senior Engineer,66
1991-11-24,Senior Staff,59
1991-11-24,Assistant Engineer,8
1991-11-24,Engineer,70
1991-11-25,Technique Leader,5
1991-11-25,Senior Engineer,94
1991-11-25,Engineer,107
1991-11-25,Senior Staff,74
1991-11-25,Staff,62
1991-11-25,Assistant Engineer,17
1991-11-26,Assistant Engineer,4
1991-11-26,Technique Leader,4
1991-11-26,Staff,58
1991-11-26,Senior Staff,66
1991-11-26,Engineer,65
1991-11-26,Senior Engineer,71
1991-11-27,Engineer,86
1991-11-27,Senior Staff,79
1991-11-27,Senior Engineer,80
1991-11-27,Staff,73
1991-11-27,Technique Leader,2
1991-11-27,Assistant Engineer,14
1991-11-28,Staff,107
1991-11-28,Assistant Engineer,14
1991-11-28,Technique Leader,12
1991-11-28,Senior Engineer,83
1991-11-28,Senior Staff,109
1991-11-28,Engineer,82
1991-11-29,Senior Engineer,59
1991-11-29,Senior Staff,98
1991-11-29,Engineer,62
1991-11-29,Technique Leader,6
1991-11-29,Assistant Engineer,4
1991-11-29,Staff,100
1991-11-30,Engineer,85
1991-11-30,Senior Staff,89
1991-11-30,Assistant Engineer,15
1991-11-30,Technique Leader,4
1991-11-30,Senior Engineer,89
1991-11-30,Staff,82
1991-12-01,Staff,46
1991-12-01,Technique Leader,10
1991-12-01,Senior Staff,46
1991-12-01,Engineer,78
1991-12-01,Assistant Engineer,10
1991-12-01,Senior Engineer,78
1991-12-02,Staff,64
1991-12-02,Engineer,100
1991-12-02,Senior Staff,74
1991-12-02,Technique Leader,4
1991-12-02,Assistant Engineer,6
1991-12-02,Senior Engineer,100
1991-12-03,Assistant Engineer,8
1991-12-03,Senior Engineer,80
1991-12-03,Staff,42
1991-12-03,Technique Leader,6
1991-12-03,Engineer,82
1991-12-03,Senior Staff,52
1991-12-04,Technique Leader,12
1991-12-04,Staff,73
1991-12-04,Engineer,131
1991-12-04,Assistant Engineer,18
1991-12-04,Senior Staff,77
1991-12-04,Senior Engineer,127
1991-12-05,Senior Engineer,128
1991-12-05,Staff,94
1991-12-05,Senior Staff,100
1991-12-05,Engineer,117
1991-12-05,Assistant Engineer,9
1991-12-06,Assistant Engineer,31
1991-12-06,Staff,52
1991-12-06,Senior Engineer,126
1991-12-06,Engineer,136
1991-12-06,Technique Leader,8
1991-12-06,Senior Staff,58
1991-12-07,Senior Engineer,83
1991-12-07,Senior Staff,113
1991-12-07,Engineer,94
1991-12-07,Staff,98
1991-12-07,Assistant Engineer,27
1991-12-08,Assistant Engineer,18
1991-12-08,Senior Engineer,83
1991-12-08,Staff,57
1991-12-08,Technique Leader,6
1991-12-08,Engineer,83
1991-12-08,Senior Staff,52
1991-12-09,Senior Staff,90
1991-12-09,Assistant Engineer,8
1991-12-09,Staff,88
1991-12-09,Technique Leader,6
1991-12-09,Engineer,70
1991-12-09,Senior Engineer,80
1991-12-10,Senior Engineer,96
1991-12-10,Engineer,93
1991-12-10,Technique Leader,4
1991-12-10,Staff,81
1991-12-10,Senior Staff,81
1991-12-11,Engineer,34
1991-12-11,Senior Staff,65
1991-12-11,Staff,64
1991-12-11,Senior Engineer,42
1991-12-11,Technique Leader,7
1991-12-12,Assistant Engineer,12
1991-12-12,Staff,76
1991-12-12,Engineer,96
1991-12-12,Technique Leader,18
1991-12-12,Senior Engineer,100
1991-12-12,Senior Staff,78
1991-12-13,Senior Engineer,63
1991-12-13,Staff,59
1991-12-13,Engineer,66
1991-12-13,Technique Leader,4
1991-12-13,Senior Staff,59
1991-12-14,Assistant Engineer,18
1991-12-14,Engineer,90
1991-12-14,Senior Staff,104
1991-12-14,Technique Leader,6
1991-12-14,Staff,110
1991-12-14,Senior Engineer,82
1991-12-15,Technique Leader,6
1991-12-15,Engineer,70
1991-12-15,Senior Engineer,68
1991-12-15,Staff,93
1991-12-15,Assistant Engineer,6
1991-12-15,Senior Staff,91
1991-12-16,Assistant Engineer,10
1991-12-16,Engineer,95
1991-12-16,Technique Leader,4
1991-12-16,Staff,59
1991-12-16,Senior Staff,69
1991-12-16,Senior Engineer,108
1991-12-17,Technique Leader,4
1991-12-17,Senior Engineer,56
1991-12-17,Engineer,50
1991-12-17,Staff,61
1991-12-17,Senior Staff,63
1991-12-18,Technique Leader,14
1991-12-18,Staff,89
1991-12-18,Senior Engineer,87
1991-12-18,Engineer,81
1991-12-18,Senior Staff,94
1991-12-18,Assistant Engineer,10
1991-12-19,Engineer,66
1991-12-19,Staff,80
1991-12-19,Senior Staff,88
1991-12-19,Senior Engineer,67
1991-12-19,Technique Leader,2
1991-12-19,Assistant Engineer,4
1991-12-20,Senior Engineer,75
1991-12-20,Engineer,73
1991-12-20,Assistant Engineer,7
1991-12-20,Staff,87
1991-12-20,Senior Staff,95
1991-12-20,Technique Leader,6
1991-12-21,Senior Engineer,56
1991-12-21,Engineer,58
1991-12-21,Technique Leader,9
1991-12-21,Staff,90
1991-12-21,Senior Staff,101
1991-12-21,Assistant Engineer,8
1991-12-22,Senior Staff,91
1991-12-22,Staff,84
1991-12-22,Assistant Engineer,8
1991-12-22,Senior Engineer,64
1991-12-22,Engineer,62
1991-12-22,Technique Leader,4
1991-12-23,Senior Engineer,82
1991-12-23,Technique Leader,6
1991-12-23,Engineer,84
1991-12-23,Staff,94
1991-12-23,Senior Staff,110
1991-12-23,Assistant Engineer,2
1991-12-24,Senior Engineer,62
1991-12-24,Senior Staff,87
1991-12-24,Staff,87
1991-12-24,Engineer,60
1991-12-24,Assistant Engineer,6
1991-12-24,Technique Leader,11
1991-12-25,Technique Leader,2
1991-12-25,Engineer,44
1991-12-25,Assistant Engineer,8
1991-12-25,Senior Engineer,44
1991-12-25,Staff,62
1991-12-25,Senior Staff,65
1991-12-26,Senior Engineer,90
1991-12-26,Staff,105
1991-12-26,Senior Staff,107
1991-12-26,Engineer,94
1991-12-26,Technique Leader,4
1991-12-26,Assistant Engineer,24
1991-12-27,Engineer,65
1991-12-27,Senior Engineer,66
1991-12-27,Assistant Engineer,4
1991-12-27,Technique Leader,6
1991-12-27,Staff,61
1991-12-27,Senior Staff,69
1991-12-28,Staff,72
1991-12-28,Technique Leader,4
1991-12-28,Senior Staff,76
1991-12-28,Engineer,49
1991-12-28,Senior Engineer,49
1991-12-28,Assistant Engineer,10
1991-12-29,Engineer,86
1991-12-29,Technique Leader,6
1991-12-29,Senior Staff,49
1991-12-29,Assistant Engineer,13
1991-12-29,Senior Engineer,82
1991-12-29,Staff,37
1991-12-30,Engineer,94
1991-12-30,Senior Staff,71
1991-12-30,Senior Engineer,98
1991-12-30,Assistant Engineer,35
1991-12-30,Staff,67
1991-12-31,Assistant Engineer,14
1991-12-31,Technique Leader,4
1991-12-31,Engineer,79
1991-12-31,Staff,57
1991-12-31,Senior Staff,72
1991-12-31,Senior Engineer,75
1992-01-01,Assistant Engineer,4
1992-01-01,Technique Leader,11
1992-01-01,Senior Staff,84
1992-01-01,Engineer,89
1992-01-01,Senior Engineer,98
1992-01-01,Staff,82
1992-01-02,Senior Staff,89
1992-01-02,Senior Engineer,69
1992-01-02,Staff,83
1992-01-02,Technique Leader,9
1992-01-02,Engineer,69
1992-01-02,Assistant Engineer,12
1992-01-03,Senior Staff,82
1992-01-03,Senior Engineer,94
1992-01-03,Engineer,88
1992-01-03,Assistant Engineer,8
1992-01-03,Technique Leader,6
1992-01-03,Staff,76
1992-01-04,Assistant Engineer,12
1992-01-04,Staff,59
1992-01-04,Senior Staff,68
1992-01-04,Engineer,93
1992-01-04,Senior Engineer,87
1992-01-04,Technique Leader,9
1992-01-05,Senior Staff,100
1992-01-05,Senior Engineer,115
1992-01-05,Engineer,106
1992-01-05,Staff,102
1992-01-06,Staff,74
1992-01-06,Senior Staff,82
1992-01-06,Technique Leader,8
1992-01-06,Senior Engineer,55
1992-01-06,Engineer,57
1992-01-06,Assistant Engineer,14
1992-01-07,Assistant Engineer,14
1992-01-07,Staff,81
1992-01-07,Technique Leader,4
1992-01-07,Engineer,95
1992-01-07,Senior Staff,85
1992-01-07,Senior Engineer,83
1992-01-08,Technique Leader,5
1992-01-08,Assistant Engineer,12
1992-01-08,Senior Staff,82
1992-01-08,Senior Engineer,79
1992-01-08,Engineer,84
1992-01-08,Staff,66
1992-01-09,Senior Staff,85
1992-01-09,Engineer,92
1992-01-09,Assistant Engineer,14
1992-01-09,Staff,86
1992-01-09,Senior Engineer,95
1992-01-10,Assistant Engineer,7
1992-01-10,Staff,93
1992-01-10,Technique Leader,10
1992-01-10,Senior Engineer,106
1992-01-10,Senior Staff,87
1992-01-10,Engineer,106
1992-01-11,Staff,55
1992-01-11,Senior Staff,63
1992-01-11,Senior Engineer,69
1992-01-11,Engineer,61
1992-01-11,Technique Leader,8
1992-01-12,Staff,93
1992-01-12,Senior Staff,92
1992-01-12,Technique Leader,6
1992-01-12,Engineer,52
1992-01-12,Senior Engineer,68
1992-01-13,Staff,60
1992-01-13,Senior Staff,60
1992-01-13,Technique Leader,2
1992-01-13,Engineer,112
1992-01-13,Assistant Engineer,4
1992-01-13,Senior Engineer,105
1992-01-14,Staff,74
1992-01-14,Technique Leader,12
1992-01-14,Assistant Engineer,12
1992-01-14,Senior Engineer,58
1992-01-14,Senior Staff,78
1992-01-14,Engineer,63
1992-01-15,Staff,79
1992-01-15,Senior Engineer,101
1992-01-15,Assistant Engineer,2
1992-01-15,Engineer,88
1992-01-15,Senior Staff,81
1992-01-15,Technique Leader,14
1992-01-16,Technique Leader,4
1992-01-16,Engineer,56
1992-01-16,Assistant Engineer,4
1992-01-16,Senior Engineer,56
1992-01-16,Staff,97
1992-01-16,Senior Staff,101
1992-01-17,Staff,86
1992-01-17,Senior Engineer,96
1992-01-17,Engineer,94
1992-01-17,Assistant Engineer,16
1992-01-17,Technique Leader,6
1992-01-17,Senior Staff,90
1992-01-18,Staff,87
1992-01-18,Technique Leader,8
1992-01-18,Engineer,86
1992-01-18,Senior Engineer,79
1992-01-18,Assistant Engineer,13
1992-01-18,Senior Staff,83
1992-01-19,Senior Staff,64
1992-01-19,Assistant Engineer,4
1992-01-19,Staff,62
1992-01-19,Technique Leader,6
1992-01-19,Engineer,64
1992-01-19,Senior Engineer,64
1992-01-20,Engineer,65
1992-01-20,Senior Staff,56
1992-01-20,Technique Leader,2
1992-01-20,Staff,48
1992-01-20,Senior Engineer,63
1992-01-21,Engineer,77
1992-01-21,Staff,72
1992-01-21,Technique Leader,2
1992-01-21,Assistant Engineer,26
1992-01-21,Senior Engineer,66
1992-01-21,Senior Staff,80
1992-01-22,Senior Engineer,62
1992-01-22,Assistant Engineer,16
1992-01-22,Senior Staff,97
1992-01-22,Staff,91
1992-01-22,Engineer,76
1992-01-23,Senior Engineer,70
1992-01-23,Staff,72
1992-01-23,Senior Staff,70
1992-01-23,Technique Leader,10
1992-01-23,Engineer,73
1992-01-23,Assistant Engineer,13
1992-01-24,Staff,67
1992-01-24,Senior Staff,81
1992-01-24,Engineer,76
1992-01-24,Senior Engineer,64
1992-01-24,Assistant Engineer,10
1992-01-24,Technique Leader,11
1992-01-25,Senior Staff,89
1992-01-25,Assistant Engineer,14
1992-01-25,Staff,79
1992-01-25,Technique Leader,4
1992-01-25,Engineer,105
1992-01-25,Senior Engineer,93
1992-01-26,Assistant Engineer,19
1992-01-26,Senior Engineer,86
1992-01-26,Technique Leader,14
1992-01-26,Staff,108
1992-01-26,Engineer,93
1992-01-26,Senior Staff,106
1992-01-27,Senior Engineer,92
1992-01-27,Senior Staff,84
1992-01-27,Engineer,92
1992-01-27,Technique Leader,2
1992-01-27,Assistant Engineer,19
1992-01-27,Staff,80
1992-01-28,Engineer,70
1992-01-28,Senior Staff,54
1992-01-28,Staff,54
1992-01-28,Technique Leader,11
1992-01-28,Assistant Engineer,6
1992-01-28,Senior Engineer,68
1992-01-29,Staff,73
1992-01-29,Senior Staff,83
1992-01-29,Engineer,92
1992-01-29,Technique Leader,6
1992-01-29,Senior Engineer,101
1992-01-29,Assistant Engineer,10
1992-01-30,Engineer,93
1992-01-30,Senior Engineer,84
1992-01-30,Senior Staff,117
1992-01-30,Assistant Engineer,11
1992-01-30,Staff,117
1992-01-31,Staff,67
1992-01-31,Senior Staff,81
1992-01-31,Senior Engineer,58
1992-01-31,Technique Leader,6
1992-01-31,Engineer,77
1992-01-31,Assistant Engineer,21
1992-02-01,Staff,70
1992-02-01,Assistant Engineer,8
1992-02-01,Engineer,88
1992-02-01,Technique Leader,5
1992-02-01,Senior Staff,76
1992-02-01,Senior Engineer,85
1992-02-02,Engineer,66
1992-02-02,Assistant Engineer,12
1992-02-02,Staff,61
1992-02-02,Senior Staff,73
1992-02-02,Technique Leader,4
1992-02-02,Senior Engineer,66
1992-02-03,Senior Engineer,63
1992-02-03,Staff,100
1992-02-03,Engineer,65
1992-02-03,Senior Staff,108
1992-02-03,Technique Leader,2
1992-02-03,Assistant Engineer,11
1992-02-04,Senior Engineer,62
1992-02-04,Engineer,45
1992-02-04,Senior Staff,51
1992-02-04,Staff,40
1992-02-04,Technique Leader,8
1992-02-04,Assistant Engineer,2
1992-02-05,Staff,74
1992-02-05,Technique Leader,4
1992-02-05,Assistant Engineer,4
1992-02-05,Senior Engineer,90
1992-02-05,Manager,4
1992-02-05,Senior Staff,81
1992-02-05,Engineer,84
1992-02-06,Staff,110
1992-02-06,Engineer,73
1992-02-06,Senior Staff,106
1992-02-06,Senior Engineer,56
1992-02-06,Assistant Engineer,17
1992-02-06,Technique Leader,2
1992-02-07,Technique Leader,2
1992-02-07,Engineer,83
1992-02-07,Senior Engineer,74
1992-02-07,Staff,74
1992-02-07,Senior Staff,76
1992-02-07,Assistant Engineer,14
1992-02-08,Engineer,81
1992-02-08,Senior Staff,76
1992-02-08,Assistant Engineer,12
1992-02-08,Senior Engineer,73
1992-02-08,Technique Leader,4
1992-02-08,Staff,70
1992-02-09,Engineer,108
1992-02-09,Assistant Engineer,4
1992-02-09,Technique Leader,8
1992-02-09,Senior Engineer,119
1992-02-09,Senior Staff,119
1992-02-09,Staff,110
1992-02-10,Assistant Engineer,2
1992-02-10,Staff,45
1992-02-10,Senior Staff,52
1992-02-10,Engineer,63
1992-02-10,Senior Engineer,77
1992-02-11,Engineer,57
1992-02-11,Senior Engineer,59
1992-02-11,Technique Leader,6
1992-02-11,Senior Staff,81
1992-02-11,Staff,74
1992-02-11,Assistant Engineer,18
1992-02-12,Staff,54
1992-02-12,Senior Staff,64
1992-02-12,Technique Leader,6
1992-02-12,Senior Engineer,100
1992-02-12,Engineer,117
1992-02-12,Assistant Engineer,12
1992-02-13,Senior Engineer,92
1992-02-13,Staff,72
1992-02-13,Technique Leader,12
1992-02-13,Senior Staff,74
1992-02-13,Engineer,102
1992-02-13,Assistant Engineer,14
1992-02-14,Technique Leader,2
1992-02-14,Assistant Engineer,8
1992-02-14,Senior Engineer,64
1992-02-14,Staff,100
1992-02-14,Senior Staff,102
1992-02-14,Engineer,68
1992-02-15,Technique Leader,4
1992-02-15,Senior Staff,80
1992-02-15,Staff,85
1992-02-15,Assistant Engineer,8
1992-02-15,Engineer,72
1992-02-15,Senior Engineer,70
1992-02-16,Senior Engineer,67
1992-02-16,Senior Staff,88
1992-02-16,Engineer,56
1992-02-16,Technique Leader,2
1992-02-16,Staff,86
1992-02-16,Assistant Engineer,4
1992-02-17,Engineer,131
1992-02-17,Staff,77
1992-02-17,Assistant Engineer,16
1992-02-17,Senior Staff,89
1992-02-17,Technique Leader,4
1992-02-17,Senior Engineer,129
1992-02-18,Engineer,83
1992-02-18,Staff,75
1992-02-18,Assistant Engineer,6
1992-02-18,Senior Engineer,85
1992-02-18,Senior Staff,75
1992-02-18,Technique Leader,4
1992-02-19,Assistant Engineer,14
1992-02-19,Senior Staff,94
1992-02-19,Senior Engineer,75
1992-02-19,Technique Leader,9
1992-02-19,Staff,88
1992-02-19,Engineer,77
1992-02-20,Senior Engineer,70
1992-02-20,Assistant Engineer,8
1992-02-20,Staff,62
1992-02-20,Senior Staff,62
1992-02-20,Engineer,60
1992-02-20,Technique Leader,6
1992-02-21,Staff,60
1992-02-21,Senior Staff,72
1992-02-21,Engineer,63
1992-02-21,Technique Leader,6
1992-02-21,Assistant Engineer,11
1992-02-21,Senior Engineer,72
1992-02-22,Senior Engineer,63
1992-02-22,Assistant Engineer,14
1992-02-22,Staff,98
1992-02-22,Engineer,68
1992-02-22,Senior Staff,104
1992-02-22,Technique Leader,8
1992-02-23,Senior Engineer,101
1992-02-23,Engineer,99
1992-02-23,Assistant Engineer,12
1992-02-23,Senior Staff,75
1992-02-23,Staff,79
1992-02-24,Engineer,74
1992-02-24,Technique Leader,2
1992-02-24,Staff,69
1992-02-24,Assistant Engineer,4
1992-02-24,Senior Staff,73
1992-02-24,Senior Engineer,78
1992-02-25,Technique Leader,8
1992-02-25,Assistant Engineer,28
1992-02-25,Engineer,95
1992-02-25,Senior Engineer,99
1992-02-25,Senior Staff,94
1992-02-25,Staff,87
1992-02-26,Staff,86
1992-02-26,Senior Engineer,93
1992-02-26,Senior Staff,96
1992-02-26,Assistant Engineer,8
1992-02-26,Technique Leader,4
1992-02-26,Engineer,87
1992-02-27,Assistant Engineer,8
1992-02-27,Technique Leader,4
1992-02-27,Senior Engineer,112
1992-02-27,Senior Staff,96
1992-02-27,Engineer,118
1992-02-27,Staff,94
1992-02-28,Senior Staff,98
1992-02-28,Senior Engineer,106
1992-02-28,Engineer,102
1992-02-28,Staff,88
1992-02-28,Technique Leader,4
1992-02-28,Assistant Engineer,6
1992-02-29,Staff,44
1992-02-29,Engineer,65
1992-02-29,Technique Leader,2
1992-02-29,Senior Staff,48
1992-02-29,Assistant Engineer,4
1992-02-29,Senior Engineer,63
1992-03-01,Senior Staff,91
1992-03-01,Staff,81
1992-03-01,Engineer,97
1992-03-01,Senior Engineer,93
1992-03-01,Assistant Engineer,18
1992-03-01,Technique Leader,4
1992-03-02,Staff,46
1992-03-02,Senior Engineer,95
1992-03-02,Technique Leader,6
1992-03-02,Engineer,91
1992-03-02,Senior Staff,69
1992-03-03,Engineer,70
1992-03-03,Staff,72
1992-03-03,Senior Staff,80
1992-03-03,Technique Leader,2
1992-03-03,Assistant Engineer,8
1992-03-03,Senior Engineer,66
1992-03-04,Engineer,69
1992-03-04,Senior Engineer,73
1992-03-04,Senior Staff,91
1992-03-04,Staff,90
1992-03-04,Technique Leader,2
1992-03-05,Staff,96
1992-03-05,Engineer,88
1992-03-05,Senior Engineer,98
1992-03-05,Senior Staff,102
1992-03-05,Assistant Engineer,4
1992-03-05,Technique Leader,6
1992-03-06,Staff,90
1992-03-06,Senior Staff,94
1992-03-06,Senior Engineer,63
1992-03-06,Assistant Engineer,2
1992-03-06,Engineer,54
1992-03-06,Technique Leader,4
1992-03-07,Technique Leader,2
1992-03-07,Senior Staff,105
1992-03-07,Staff,92
1992-03-07,Senior Engineer,66
1992-03-07,Assistant Engineer,10
1992-03-07,Engineer,62
1992-03-08,Technique Leader,8
1992-03-08,Senior Staff,61
1992-03-08,Senior Engineer,90
1992-03-08,Engineer,88
1992-03-08,Staff,61
1992-03-08,Assistant Engineer,4
1992-03-09,Engineer,60
1992-03-09,Staff,60
1992-03-09,Senior Engineer,72
1992-03-09,Assistant Engineer,2
1992-03-09,Senior Staff,66
1992-03-09,Technique Leader,10
1992-03-10,Staff,38
1992-03-10,Senior Staff,46
1992-03-10,Engineer,74
1992-03-10,Technique Leader,7
1992-03-10,Senior Engineer,74
1992-03-10,Assistant Engineer,12
1992-03-11,Staff,81
1992-03-11,Engineer,85
1992-03-11,Assistant Engineer,14
1992-03-11,Senior Staff,89
1992-03-11,Technique Leader,4
1992-03-11,Senior Engineer,86
1992-03-12,Staff,65
1992-03-12,Senior Staff,76
1992-03-12,Technique Leader,4
1992-03-12,Assistant Engineer,15
1992-03-12,Engineer,69
1992-03-12,Senior Engineer,74
1992-03-13,Senior Staff,82
1992-03-13,Assistant Engineer,27
1992-03-13,Engineer,96
1992-03-13,Technique Leader,7
1992-03-13,Staff,85
1992-03-13,Senior Engineer,92
1992-03-14,Senior Engineer,55
1992-03-14,Technique Leader,4
1992-03-14,Assistant Engineer,18
1992-03-14,Senior Staff,69
1992-03-14,Engineer,65
1992-03-14,Staff,61
1992-03-15,Senior Engineer,96
1992-03-15,Assistant Engineer,12
1992-03-15,Staff,84
1992-03-15,Senior Staff,92
1992-03-15,Engineer,98
1992-03-15,Technique Leader,4
1992-03-16,Senior Staff,93
1992-03-16,Technique Leader,4
1992-03-16,Staff,92
1992-03-16,Engineer,94
1992-03-16,Assistant Engineer,11
1992-03-16,Senior Engineer,94
1992-03-17,Assistant Engineer,4
1992-03-17,Senior Engineer,73
1992-03-17,Staff,76
1992-03-17,Senior Staff,78
1992-03-17,Engineer,70
1992-03-18,Assistant Engineer,4
1992-03-18,Senior Engineer,105
1992-03-18,Engineer,94
1992-03-18,Senior Staff,48
1992-03-18,Technique Leader,8
1992-03-18,Staff,48
1992-03-19,Assistant Engineer,8
1992-03-19,Senior Engineer,99
1992-03-19,Senior Staff,58
1992-03-19,Technique Leader,12
1992-03-19,Engineer,103
1992-03-19,Staff,66
1992-03-20,Engineer,92
1992-03-20,Staff,51
1992-03-20,Assistant Engineer,12
1992-03-20,Technique Leader,6
1992-03-20,Senior Engineer,88
1992-03-20,Senior Staff,53
1992-03-21,Assistant Engineer,24
1992-03-21,Senior Engineer,92
1992-03-21,Staff,71
1992-03-21,Senior Staff,80
1992-03-21,Engineer,90
1992-03-21,Technique Leader,2
1992-03-22,Technique Leader,8
1992-03-22,Senior Engineer,75
1992-03-22,Assistant Engineer,18
1992-03-22,Senior Staff,85
1992-03-22,Engineer,89
1992-03-22,Staff,78
1992-03-23,Senior Engineer,56
1992-03-23,Staff,59
1992-03-23,Assistant Engineer,4
1992-03-23,Senior Staff,67
1992-03-23,Engineer,51
1992-03-24,Engineer,61
1992-03-24,Technique Leader,4
1992-03-24,Senior Engineer,67
1992-03-24,Senior Staff,89
1992-03-24,Assistant Engineer,11
1992-03-24,Staff,90
1992-03-25,Senior Staff,81
1992-03-25,Staff,75
1992-03-25,Senior Engineer,85
1992-03-25,Assistant Engineer,28
1992-03-25,Technique Leader,7
1992-03-25,Engineer,98
1992-03-26,Staff,79
1992-03-26,Engineer,80
1992-03-26,Assistant Engineer,12
1992-03-26,Senior Engineer,77
1992-03-26,Technique Leader,2
1992-03-26,Senior Staff,77
1992-03-27,Engineer,79
1992-03-27,Assistant Engineer,8
1992-03-27,Staff,53
1992-03-27,Technique Leader,4
1992-03-27,Senior Staff,51
1992-03-27,Senior Engineer,79
1992-03-28,Senior Staff,106
1992-03-28,Engineer,57
1992-03-28,Technique Leader,14
1992-03-28,Senior Engineer,57
1992-03-28,Staff,78
1992-03-28,Assistant Engineer,10
1992-03-29,Engineer,61
1992-03-29,Senior Engineer,53
1992-03-29,Senior Staff,68
1992-03-29,Assistant Engineer,13
1992-03-29,Staff,62
1992-03-29,Technique Leader,4
1992-03-30,Senior Engineer,113
1992-03-30,Assistant Engineer,8
1992-03-30,Senior Staff,73
1992-03-30,Technique Leader,7
1992-03-30,Engineer,112
1992-03-30,Staff,70
1992-03-31,Senior Staff,75
1992-03-31,Technique Leader,4
1992-03-31,Senior Engineer,84
1992-03-31,Assistant Engineer,12
1992-03-31,Engineer,92
1992-03-31,Staff,69
1992-04-01,Staff,99
1992-04-01,Senior Staff,105
1992-04-01,Senior Engineer,102
1992-04-01,Technique Leader,6
1992-04-01,Engineer,108
1992-04-01,Assistant Engineer,6
1992-04-02,Senior Engineer,70
1992-04-02,Engineer,78
1992-04-02,Senior Staff,81
1992-04-02,Staff,70
1992-04-02,Assistant Engineer,8
1992-04-02,Technique Leader,4
